normalized_name,source,identifier,n_papers_total,years_active,annual_counts,annual_norm,mean_norm_freq,trend_slope,cas,cas_method
freestyle™ 293 expression medium,Gibco,Cat#12338018,11,"2020,2021,2022,2023","{""2020"": 1, ""2021"": 3, ""2022"": 6, ""2023"": 1}","{""2020"": 0.001531, ""2021"": 0.004016, ""2022"": 0.00936, ""2023"": 0.001742}",0.004162,0.00059766,,not_found
dulbecco’s pbs,Sigma-Aldrich,Cat#D8537,9,"2020,2021,2022,2023,2025,2026","{""2020"": 3, ""2021"": 1, ""2022"": 2, ""2023"": 1, ""2025"": 1, ""2026"": 1}","{""2020"": 0.004594, ""2021"": 0.001339, ""2022"": 0.00312, ""2023"": 0.001742, ""2025"": 0.001828, ""2026"": 0.012346}",0.004161,0.00094192,,not_found
dl-ap5,Tocris,Cat# 3693,11,"2020,2022,2023,2024,2025","{""2020"": 1, ""2022"": 3, ""2023"": 1, ""2024"": 4, ""2025"": 2}","{""2020"": 0.001531, ""2022"": 0.00468, ""2023"": 0.001742, ""2024"": 0.009195, ""2025"": 0.003656}",0.004161,0.00076991,76326-31-3,name
"digitonin, high purity",Millipore,Cat# 300410,8,"2018,2021,2022,2023,2025,2026","{""2018"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 3, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.005226, ""2025"": 0.001828, ""2026"": 0.012346}",0.004156,0.00086101,,not_found
lipofectamine 2000 reagent,Invitrogen,Cat#11668019,10,"2017,2018,2019,2020,2022,2023,2024,2026","{""2017"": 1, ""2018"": 1, ""2019"": 2, ""2020"": 1, ""2022"": 2, ""2023"": 1, ""2024"": 1, ""2026"": 1}","{""2017"": 0.006173, ""2018"": 0.002639, ""2019"": 0.003396, ""2020"": 0.001531, ""2022"": 0.00312, ""2023"": 0.001742, ""2024"": 0.002299, ""2026"": 0.012346}",0.004156,0.00043767,,not_found
recombinant human il6,Peprotech,Cat# 200-06,8,"2018,2019,2020,2022,2023,2026","{""2018"": 1, ""2019"": 3, ""2020"": 1, ""2022"": 1, ""2023"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2019"": 0.005093, ""2020"": 0.001531, ""2022"": 0.00156, ""2023"": 0.001742, ""2026"": 0.012346}",0.004152,0.0008962,,not_found
dulbecco’s phosphate-buffered saline,Corning,21–031-CV,15,"2018,2019,2020,2021,2022,2023,2024,2025,2026","{""2018"": 1, ""2019"": 2, ""2020"": 1, ""2021"": 2, ""2022"": 2, ""2023"": 3, ""2024"": 2, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2019"": 0.003396, ""2020"": 0.001531, ""2021"": 0.002677, ""2022"": 0.00312, ""2023"": 0.005226, ""2024"": 0.004598, ""2025"": 0.001828, ""2026"": 0.012346}",0.004151,0.00071347,,not_found
pyridine,Sigma-Aldrich,Cat#270970,12,"2017,2018,2019,2021,2022,2023,2024,2025,2026","{""2017"": 1, ""2018"": 1, ""2019"": 1, ""2021"": 1, ""2022"": 2, ""2023"": 1, ""2024"": 2, ""2025"": 2, ""2026"": 1}","{""2017"": 0.006173, ""2018"": 0.002639, ""2019"": 0.001698, ""2021"": 0.001339, ""2022"": 0.00312, ""2023"": 0.001742, ""2024"": 0.004598, ""2025"": 0.003656, ""2026"": 0.012346}",0.004146,0.00044844,110-86-1,sigma_sid
4-aminopyridine,Sigma-Aldrich,Cat# 0940,17,"2017,2018,2019,2020,2021,2022,2023,2024,2025","{""2017"": 1, ""2018"": 2, ""2019"": 2, ""2020"": 2, ""2021"": 1, ""2022"": 1, ""2023"": 1, ""2024"": 4, ""2025"": 3}","{""2017"": 0.006173, ""2018"": 0.005277, ""2019"": 0.003396, ""2020"": 0.003063, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.009195, ""2025"": 0.005484}",0.004137,6.987e-05,504-24-5,name
l-threonine,Sigma-Aldrich,Cat#T8441-25G,5,"2018,2022,2024,2025,2026","{""2018"": 1, ""2022"": 1, ""2024"": 1, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2022"": 0.00156, ""2024"": 0.002299, ""2025"": 0.001828, ""2026"": 0.012346}",0.004134,0.00070599,72-19-5,name
ribonucleoside vanadyl complexes,Sigma-Aldrich,Cat. # R3380,5,"2018,2022,2024,2025,2026","{""2018"": 1, ""2022"": 1, ""2024"": 1, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2022"": 0.00156, ""2024"": 0.002299, ""2025"": 0.001828, ""2026"": 0.012346}",0.004134,0.00070599,,not_found
50x denhardt’s solution,Thermo Fisher Scientific,Cat# 750018,5,"2018,2022,2024,2025,2026","{""2018"": 1, ""2022"": 1, ""2024"": 1, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2022"": 0.00156, ""2024"": 0.002299, ""2025"": 0.001828, ""2026"": 0.012346}",0.004134,0.00070599,,not_found
l-valine,Sigma-Aldrich,Cat#V0513-25G,5,"2018,2022,2024,2025,2026","{""2018"": 1, ""2022"": 1, ""2024"": 1, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2022"": 0.00156, ""2024"": 0.002299, ""2025"": 0.001828, ""2026"": 0.012346}",0.004134,0.00070599,72-18-4,name
l-isoleucine,Sigma-Aldrich,Cat#I7403-25G,5,"2018,2022,2024,2025,2026","{""2018"": 1, ""2022"": 1, ""2024"": 1, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2022"": 0.00156, ""2024"": 0.002299, ""2025"": 0.001828, ""2026"": 0.012346}",0.004134,0.00070599,73-32-5,name
casein,Sigma,Cat#C3400,9,"2017,2019,2020,2021,2023,2024","{""2017"": 2, ""2019"": 1, ""2020"": 2, ""2021"": 1, ""2023"": 1, ""2024"": 2}","{""2017"": 0.012346, ""2019"": 0.001698, ""2020"": 0.003063, ""2021"": 0.001339, ""2023"": 0.001742, ""2024"": 0.004598}",0.004131,-0.00090906,,not_found
rock inhibitor y27632,Sigma-Aldrich,Cat#688000-5,9,"2017,2018,2020,2021,2023","{""2017"": 1, ""2018"": 2, ""2020"": 4, ""2021"": 1, ""2023"": 1}","{""2017"": 0.006173, ""2018"": 0.005277, ""2020"": 0.006126, ""2021"": 0.001339, ""2023"": 0.001742}",0.004131,-0.00080597,,not_found
oct,Sakura,Cat# 4583,9,"2017,2022,2023,2024,2025","{""2017"": 1, ""2022"": 1, ""2023"": 4, ""2024"": 1, ""2025"": 2}","{""2017"": 0.006173, ""2022"": 0.00156, ""2023"": 0.006969, ""2024"": 0.002299, ""2025"": 0.003656}",0.004131,-0.00032114,,not_found
0.5m edta,Promega,Cat#V4231,6,"2021,2022,2023,2025,2026","{""2021"": 1, ""2022"": 1, ""2023"": 1, ""2025"": 2, ""2026"": 1}","{""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.001742, ""2025"": 0.003656, ""2026"": 0.012346}",0.004129,0.00185204,,not_found
streptomycin,VWR,Cat# 382-EU-100G,15,"2019,2020,2021,2022,2023,2024","{""2019"": 3, ""2020"": 1, ""2021"": 3, ""2022"": 2, ""2023"": 5, ""2024"": 1}","{""2019"": 0.005093, ""2020"": 0.001531, ""2021"": 0.004016, ""2022"": 0.00312, ""2023"": 0.008711, ""2024"": 0.002299}",0.004128,0.00019056,57-92-1,name
axitinib,LC Laboratories,Cat#A-1107,5,"2017,2020,2022","{""2017"": 1, ""2020"": 2, ""2022"": 2}","{""2017"": 0.006173, ""2020"": 0.003063, ""2022"": 0.00312}",0.004119,-0.00064419,319460-85-0,name
lipofectamine ltx,Thermo Fisher Scientific,15338100,16,"2017,2018,2019,2020,2021,2022,2024,2025","{""2017"": 1, ""2018"": 2, ""2019"": 3, ""2020"": 1, ""2021"": 2, ""2022"": 4, ""2024"": 1, ""2025"": 2}","{""2017"": 0.006173, ""2018"": 0.005277, ""2019"": 0.005093, ""2020"": 0.001531, ""2021"": 0.002677, ""2022"": 0.00624, ""2024"": 0.002299, ""2025"": 0.003656}",0.004118,-0.00029264,,not_found
sulfuric acid,Sigma,258105,11,"2017,2019,2020,2021,2022,2023,2025,2026","{""2017"": 1, ""2019"": 1, ""2020"": 1, ""2021"": 2, ""2022"": 2, ""2023"": 1, ""2025"": 2, ""2026"": 1}","{""2017"": 0.006173, ""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.002677, ""2022"": 0.00312, ""2023"": 0.001742, ""2025"": 0.003656, ""2026"": 0.012346}",0.004118,0.00051272,7664-93-9,sigma_sid
yeast trna,ThermoFisher,Cat# AM7119,15,"2018,2019,2021,2022,2023,2024,2025","{""2018"": 3, ""2019"": 3, ""2021"": 1, ""2022"": 2, ""2023"": 1, ""2024"": 1, ""2025"": 4}","{""2018"": 0.007916, ""2019"": 0.005093, ""2021"": 0.001339, ""2022"": 0.00312, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.007313}",0.004117,-0.00029848,,not_found
2-chloroacetamide,Sigma-Aldrich,C0267,10,"2018,2020,2022,2024,2025","{""2018"": 1, ""2020"": 2, ""2022"": 1, ""2024"": 5, ""2025"": 1}","{""2018"": 0.002639, ""2020"": 0.003063, ""2022"": 0.00156, ""2024"": 0.011494, ""2025"": 0.001828}",0.004117,0.00048506,79-07-2,name
recombinant murine il-4,Peprotech,Cat# 214-14,16,"2018,2019,2020,2021,2022,2023,2024","{""2018"": 2, ""2019"": 3, ""2020"": 4, ""2021"": 2, ""2022"": 1, ""2023"": 2, ""2024"": 2}","{""2018"": 0.005277, ""2019"": 0.005093, ""2020"": 0.006126, ""2021"": 0.002677, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.004598}",0.004116,-0.00035077,,not_found
sb-431542,Cayman Chemical,Cat#HY-10431,14,"2018,2019,2021,2022,2024,2025","{""2018"": 1, ""2019"": 1, ""2021"": 3, ""2022"": 4, ""2024"": 2, ""2025"": 3}","{""2018"": 0.002639, ""2019"": 0.001698, ""2021"": 0.004016, ""2022"": 0.00624, ""2024"": 0.004598, ""2025"": 0.005484}",0.004112,0.0004886,301836-41-9,name
vorinostat,Selleckchem,HY-10221,7,"2020,2023,2025","{""2020"": 1, ""2023"": 2, ""2025"": 4}","{""2020"": 0.001531, ""2023"": 0.003484, ""2025"": 0.007313}",0.004109,0.00111635,149647-78-9,name
retronectin,Takara Bio,Cat#T100B,13,"2018,2020,2021,2022,2023,2024,2025,2026","{""2018"": 1, ""2020"": 1, ""2021"": 4, ""2022"": 1, ""2023"": 2, ""2024"": 1, ""2025"": 2, ""2026"": 1}","{""2018"": 0.002639, ""2020"": 0.001531, ""2021"": 0.005355, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.003656, ""2026"": 0.012346}",0.004109,0.00074458,,not_found
triton™ x-100,Sigma-Aldrich,T8787,17,"2018,2020,2021,2022,2023,2024,2025","{""2018"": 1, ""2020"": 3, ""2021"": 3, ""2022"": 4, ""2023"": 2, ""2024"": 1, ""2025"": 3}","{""2018"": 0.002639, ""2020"": 0.004594, ""2021"": 0.004016, ""2022"": 0.00624, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.005484}",0.004108,0.00014014,2497-59-8,sigma_sid
phenol:chloroform:isoamyl alcohol,Sigma-Aldrich,P3803-100ML,15,"2018,2019,2021,2022,2023,2024,2025","{""2018"": 3, ""2019"": 1, ""2021"": 4, ""2022"": 1, ""2023"": 2, ""2024"": 3, ""2025"": 1}","{""2018"": 0.007916, ""2019"": 0.001698, ""2021"": 0.005355, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.006897, ""2025"": 0.001828}",0.004105,-0.00028248,,not_found
antibiotic antimycotic solution,Sigma-Aldrich,Cat # 30–004-C1,5,"2018,2019,2020,2024,2026","{""2018"": 1, ""2019"": 1, ""2020"": 1, ""2024"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2019"": 0.001698, ""2020"": 0.001531, ""2024"": 0.002299, ""2026"": 0.012346}",0.004102,0.001008,,not_found
rnasea,Thermo Fisher Scientific,EN0531,16,"2019,2020,2021,2022,2023,2024,2025","{""2019"": 4, ""2020"": 2, ""2021"": 1, ""2022"": 1, ""2023"": 1, ""2024"": 3, ""2025"": 4}","{""2019"": 0.006791, ""2020"": 0.003063, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.006897, ""2025"": 0.007313}",0.004101,0.00034412,,not_found
bradford reagent,Bio-Rad,Cat# 5000006,17,"2018,2019,2020,2021,2022,2023,2025","{""2018"": 1, ""2019"": 3, ""2020"": 3, ""2021"": 3, ""2022"": 1, ""2023"": 2, ""2025"": 4}","{""2018"": 0.002639, ""2019"": 0.005093, ""2020"": 0.004594, ""2021"": 0.004016, ""2022"": 0.00156, ""2023"": 0.003484, ""2025"": 0.007313}",0.0041,0.00031508,,not_found
knockout dmem,Thermo Fisher Scientific,Cat# 10829018,8,"2018,2019,2022,2024","{""2018"": 2, ""2019"": 2, ""2022"": 2, ""2024"": 2}","{""2018"": 0.005277, ""2019"": 0.003396, ""2022"": 0.00312, ""2024"": 0.004598}",0.004098,-7.083e-05,,not_found
lysostaphin,AMBI Products,Cat#LSPN-50,6,"2023,2024,2025","{""2023"": 1, ""2024"": 3, ""2025"": 2}","{""2023"": 0.001742, ""2024"": 0.006897, ""2025"": 0.003656}",0.004098,0.00095707,,not_found
superscript ™ iii reverse transcriptase,Invitrogen,18080044,6,"2023,2024,2025","{""2023"": 1, ""2024"": 3, ""2025"": 2}","{""2023"": 0.001742, ""2024"": 0.006897, ""2025"": 0.003656}",0.004098,0.00095707,,not_found
ecl,Thermo Scientific,cat# 34095,9,"2018,2019,2020,2023,2024,2025,2026","{""2018"": 1, ""2019"": 1, ""2020"": 1, ""2023"": 1, ""2024"": 3, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2019"": 0.001698, ""2020"": 0.001531, ""2023"": 0.001742, ""2024"": 0.006897, ""2025"": 0.001828, ""2026"": 0.012346}",0.004097,0.00080865,73094-39-0,name
fixation/permeabilization solution kit,BD Biosciences,Cat#554714,15,"2017,2019,2020,2021,2022,2024,2025","{""2017"": 1, ""2019"": 3, ""2020"": 4, ""2021"": 3, ""2022"": 2, ""2024"": 1, ""2025"": 1}","{""2017"": 0.006173, ""2019"": 0.005093, ""2020"": 0.006126, ""2021"": 0.004016, ""2022"": 0.00312, ""2024"": 0.002299, ""2025"": 0.001828}",0.004094,-0.00059261,,not_found
all-trans retinoic acid,Sigma,R2625,12,"2018,2019,2020,2022,2023,2024,2025,2026","{""2018"": 1, ""2019"": 1, ""2020"": 3, ""2022"": 1, ""2023"": 2, ""2024"": 2, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2019"": 0.001698, ""2020"": 0.004594, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.004598, ""2025"": 0.001828, ""2026"": 0.012346}",0.004093,0.00065593,302-79-4,sigma_sid
hydrogen peroxide solution,Sigma-Aldrich,Cat# 216763,19,"2017,2018,2019,2020,2021,2022,2023,2024,2025","{""2017"": 1, ""2018"": 1, ""2019"": 4, ""2020"": 1, ""2021"": 3, ""2022"": 4, ""2023"": 2, ""2024"": 1, ""2025"": 2}","{""2017"": 0.006173, ""2018"": 0.002639, ""2019"": 0.006791, ""2020"": 0.001531, ""2021"": 0.004016, ""2022"": 0.00624, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.003656}",0.004092,-0.0002165,7722-84-1,sigma_sid
streptavidin-pe,Biolegend,CAT#PJRS301-1,15,"2018,2019,2020,2021,2022,2023","{""2018"": 1, ""2019"": 3, ""2020"": 3, ""2021"": 2, ""2022"": 5, ""2023"": 1}","{""2018"": 0.002639, ""2019"": 0.005093, ""2020"": 0.004594, ""2021"": 0.002677, ""2022"": 0.0078, ""2023"": 0.001742}",0.004091,4.921e-05,,not_found
dialyzed fetal bovine serum,Thermo Fisher Scientific,Cat#26400044,5,"2018,2021,2024,2025,2026","{""2018"": 1, ""2021"": 1, ""2024"": 1, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2021"": 0.001339, ""2024"": 0.002299, ""2025"": 0.001828, ""2026"": 0.012346}",0.00409,0.00072926,,not_found
recombinant human insulin,Sigma-Aldrich,Cat#91077C-100MG,9,"2017,2020,2021,2024,2025","{""2017"": 1, ""2020"": 1, ""2021"": 3, ""2024"": 3, ""2025"": 1}","{""2017"": 0.006173, ""2020"": 0.001531, ""2021"": 0.004016, ""2024"": 0.006897, ""2025"": 0.001828}",0.004089,-0.0001553,11061-68-0,name
ecl prime western blotting detection reagent,GE Healthcare,Cat# RPN2232,11,"2017,2019,2020,2023,2024,2025","{""2017"": 1, ""2019"": 3, ""2020"": 1, ""2023"": 2, ""2024"": 2, ""2025"": 2}","{""2017"": 0.006173, ""2019"": 0.005093, ""2020"": 0.001531, ""2023"": 0.003484, ""2024"": 0.004598, ""2025"": 0.003656}",0.004089,-0.00018651,,not_found
dtag-13,Tocris,Cat#6605,9,"2022,2023,2024,2025","{""2022"": 3, ""2023"": 3, ""2024"": 2, ""2025"": 1}","{""2022"": 0.00468, ""2023"": 0.005226, ""2024"": 0.004598, ""2025"": 0.001828}",0.004083,-0.00091849,2064175-41-1,name
hbs-ep+ buffer 10×,Cytiva,Cat# BR100669,5,"2022,2023","{""2022"": 3, ""2023"": 2}","{""2022"": 0.00468, ""2023"": 0.003484}",0.004082,,,not_found
draq7,Abcam,424001,14,"2017,2018,2019,2020,2021,2022,2023,2024,2025,2026","{""2017"": 1, ""2018"": 1, ""2019"": 2, ""2020"": 1, ""2021"": 1, ""2022"": 1, ""2023"": 1, ""2024"": 2, ""2025"": 3, ""2026"": 1}","{""2017"": 0.006173, ""2018"": 0.002639, ""2019"": 0.003396, ""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.004598, ""2025"": 0.005484, ""2026"": 0.012346}",0.004081,0.00049904,,not_found
ammonium sulfate,Sigma-Aldrich,Cat#157953-5G,11,"2017,2019,2021,2023,2024,2025","{""2017"": 1, ""2019"": 2, ""2021"": 1, ""2023"": 2, ""2024"": 2, ""2025"": 3}","{""2017"": 0.006173, ""2019"": 0.003396, ""2021"": 0.001339, ""2023"": 0.003484, ""2024"": 0.004598, ""2025"": 0.005484}",0.004079,-2.147e-05,7783-20-2,name
sars-cov-2 spike,"Institut Pasteur, Virologie Structurale (F. Rey)",N/a,11,"2021,2022,2023,2024","{""2021"": 8, ""2022"": 1, ""2023"": 1, ""2024"": 1}","{""2021"": 0.01071, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299}",0.004078,-0.00250499,,not_found
ponceau s solution,Sigma-Aldrich,P7170,11,"2019,2021,2023,2024,2025","{""2019"": 3, ""2021"": 1, ""2023"": 3, ""2024"": 3, ""2025"": 1}","{""2019"": 0.005093, ""2021"": 0.001339, ""2023"": 0.005226, ""2024"": 0.006897, ""2025"": 0.001828}",0.004077,-1.156e-05,,not_found
bptes,Sigma-Aldrich,SML0601,8,"2019,2021,2022","{""2019"": 3, ""2021"": 3, ""2022"": 2}","{""2019"": 0.005093, ""2021"": 0.004016, ""2022"": 0.00312}",0.004077,-0.00064074,314045-39-1,sigma_sid
l-glutamine 200 mm,GIBCO,Cat#2036885,15,"2018,2020,2021,2022,2023,2024","{""2018"": 1, ""2020"": 1, ""2021"": 5, ""2022"": 5, ""2023"": 2, ""2024"": 1}","{""2018"": 0.002639, ""2020"": 0.001531, ""2021"": 0.006693, ""2022"": 0.0078, ""2023"": 0.003484, ""2024"": 0.002299}",0.004074,0.00017441,,not_found
"1,6-hexanediol",Sigma-Aldrich,Cat# 240117,15,"2017,2019,2020,2021,2022,2023,2025","{""2017"": 1, ""2019"": 1, ""2020"": 2, ""2021"": 3, ""2022"": 3, ""2023"": 3, ""2025"": 2}","{""2017"": 0.006173, ""2019"": 0.001698, ""2020"": 0.003063, ""2021"": 0.004016, ""2022"": 0.00468, ""2023"": 0.005226, ""2025"": 0.003656}",0.004073,-3.313e-05,629-11-8,name
adenosine 5′-triphosphate disodium salt hydrate,Sigma-Aldrich,Cat#A2383,14,"2017,2018,2019,2020,2021,2022,2024,2025","{""2017"": 2, ""2018"": 1, ""2019"": 1, ""2020"": 2, ""2021"": 3, ""2022"": 3, ""2024"": 1, ""2025"": 1}","{""2017"": 0.012346, ""2018"": 0.002639, ""2019"": 0.001698, ""2020"": 0.003063, ""2021"": 0.004016, ""2022"": 0.00468, ""2024"": 0.002299, ""2025"": 0.001828}",0.004071,-0.00066172,34369-07-8,sigma_sid
nhei-hf,New England Biolabs,R3131S,8,"2021,2022,2023,2024,2025,2026","{""2021"": 1, ""2022"": 2, ""2023"": 2, ""2024"": 1, ""2025"": 1, ""2026"": 1}","{""2021"": 0.001339, ""2022"": 0.00312, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.001828, ""2026"": 0.012346}",0.004069,0.00142782,,not_found
dapi fluoromount-g,SouthernBiotech,0100–20,11,"2020,2022,2023,2024,2025","{""2020"": 1, ""2022"": 3, ""2023"": 1, ""2024"": 3, ""2025"": 3}","{""2020"": 0.001531, ""2022"": 0.00468, ""2023"": 0.001742, ""2024"": 0.006897, ""2025"": 0.005484}",0.004067,0.00085527,,not_found
human il-6,PeproTech,570809,8,"2020,2022,2023,2024,2025,2026","{""2020"": 3, ""2022"": 1, ""2023"": 1, ""2024"": 1, ""2025"": 1, ""2026"": 1}","{""2020"": 0.004594, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299, ""2025"": 0.001828, ""2026"": 0.012346}",0.004062,0.00083685,,not_found
(+)-jq1,Tocris,Cat# S7110,7,"2017,2018,2019,2021","{""2017"": 1, ""2018"": 1, ""2019"": 2, ""2021"": 3}","{""2017"": 0.006173, ""2018"": 0.002639, ""2019"": 0.003396, ""2021"": 0.004016}",0.004056,-0.00033101,1268524-70-4,name
recombinant murine m-csf,Peprotech,Cat# 315-02,13,"2018,2019,2020,2022,2023,2024","{""2018"": 1, ""2019"": 2, ""2020"": 3, ""2022"": 1, ""2023"": 3, ""2024"": 3}","{""2018"": 0.002639, ""2019"": 0.003396, ""2020"": 0.004594, ""2022"": 0.00156, ""2023"": 0.005226, ""2024"": 0.006897}",0.004052,0.00047863,,not_found
recombinant mouse il-7,Biolegend,Cat#: 577802,6,"2017,2018,2019,2024","{""2017"": 1, ""2018"": 1, ""2019"": 3, ""2024"": 1}","{""2017"": 0.006173, ""2018"": 0.002639, ""2019"": 0.005093, ""2024"": 0.002299}",0.004051,-0.00039972,,not_found
fixation buffer,BioLegend,Cat# 420801,18,"2018,2019,2020,2021,2022,2023,2024,2025","{""2018"": 1, ""2019"": 4, ""2020"": 1, ""2021"": 3, ""2022"": 1, ""2023"": 2, ""2024"": 3, ""2025"": 3}","{""2018"": 0.002639, ""2019"": 0.006791, ""2020"": 0.001531, ""2021"": 0.004016, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.006897, ""2025"": 0.005484}",0.00405,0.00028394,,not_found
ethyl 3-aminobenzoate methanesulfonate,Sigma-Aldrich,Cat# E10521,7,"2017,2019,2021,2022,2023","{""2017"": 2, ""2019"": 1, ""2021"": 1, ""2022"": 2, ""2023"": 1}","{""2017"": 0.012346, ""2019"": 0.001698, ""2021"": 0.001339, ""2022"": 0.00312, ""2023"": 0.001742}",0.004049,-0.00146669,886-86-2,name
oil red o solution,Sigma-Aldrich,O1391,6,"2017,2018,2019,2021","{""2017"": 1, ""2018"": 2, ""2019"": 2, ""2021"": 1}","{""2017"": 0.006173, ""2018"": 0.005277, ""2019"": 0.003396, ""2021"": 0.001339}",0.004046,-0.00124564,,not_found
thioflavin t,Sigma-Aldrich,1326-12-1,7,"2018,2021,2025","{""2018"": 1, ""2021"": 3, ""2025"": 3}","{""2018"": 0.002639, ""2021"": 0.004016, ""2025"": 0.005484}",0.004046,0.00040443,2390-54-7,name
low melting agarose,Sigma-Aldrich,Cat#A9414,7,"2017,2018,2020,2022,2023,2024,2026","{""2017"": 1, ""2018"": 1, ""2020"": 1, ""2022"": 1, ""2023"": 1, ""2024"": 1, ""2026"": 1}","{""2017"": 0.006173, ""2018"": 0.002639, ""2020"": 0.001531, ""2022"": 0.00156, ""2023"": 0.001742, ""2024"": 0.002299, ""2026"": 0.012346}",0.004041,0.00043015,,not_found
tris-base,Melford,Cat# T60040,11,"2019,2020,2021,2022","{""2019"": 1, ""2020"": 1, ""2021"": 5, ""2022"": 4}","{""2019"": 0.001698, ""2020"": 0.001531, ""2021"": 0.006693, ""2022"": 0.00624}",0.004041,0.00187894,77-86-1,name
sb203580,Selleckchem,S1076,13,"2018,2019,2020,2021,2022,2024","{""2018"": 2, ""2019"": 4, ""2020"": 2, ""2021"": 1, ""2022"": 2, ""2024"": 2}","{""2018"": 0.005277, ""2019"": 0.006791, ""2020"": 0.003063, ""2021"": 0.001339, ""2022"": 0.00312, ""2024"": 0.004598}",0.004031,-0.00032145,152121-47-6,name
matrigel growth factor reduced,Corning,Cat#: 354230,7,"2022,2023,2025","{""2022"": 2, ""2023"": 2, ""2025"": 3}","{""2022"": 0.00312, ""2023"": 0.003484, ""2025"": 0.005484}",0.00403,0.00081839,,not_found
okadaic acid,Sigma-Aldrich,Cat# 5934S,13,"2018,2019,2020,2021,2024,2025","{""2018"": 1, ""2019"": 2, ""2020"": 2, ""2021"": 1, ""2024"": 2, ""2025"": 5}","{""2018"": 0.002639, ""2019"": 0.003396, ""2020"": 0.003063, ""2021"": 0.001339, ""2024"": 0.004598, ""2025"": 0.009141}",0.004029,0.00073539,78111-17-8,name
naf,Sigma-Aldrich,201154,17,"2017,2018,2019,2020,2021,2022,2023,2024,2025","{""2017"": 1, ""2018"": 2, ""2019"": 2, ""2020"": 1, ""2021"": 1, ""2022"": 4, ""2023"": 1, ""2024"": 3, ""2025"": 2}","{""2017"": 0.006173, ""2018"": 0.005277, ""2019"": 0.003396, ""2020"": 0.001531, ""2021"": 0.001339, ""2022"": 0.00624, ""2023"": 0.001742, ""2024"": 0.006897, ""2025"": 0.003656}",0.004028,-6.343e-05,7681-49-4,name
desthiobiotin,Fisher Scientific,2-1000-001,14,"2018,2019,2020,2021,2022,2023","{""2018"": 2, ""2019"": 1, ""2020"": 3, ""2021"": 2, ""2022"": 3, ""2023"": 3}","{""2018"": 0.005277, ""2019"": 0.001698, ""2020"": 0.004594, ""2021"": 0.002677, ""2022"": 0.00468, ""2023"": 0.005226}",0.004026,0.00019364,533-48-2,name
l-proline,Sigma-Aldrich,Cat#P5607-25G,10,"2018,2021,2022,2023,2024,2025,2026","{""2018"": 1, ""2021"": 3, ""2022"": 1, ""2023"": 2, ""2024"": 1, ""2025"": 1, ""2026"": 1}","{""2018"": 0.002639, ""2021"": 0.004016, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.002299, ""2025"": 0.001828, ""2026"": 0.012346}",0.004025,0.00065064,147-85-3,name
fentanyl,Janssen,LGCAMP0528.00-02,12,"2017,2018,2019,2021,2022,2023,2024","{""2017"": 1, ""2018"": 3, ""2019"": 1, ""2021"": 2, ""2022"": 1, ""2023"": 2, ""2024"": 2}","{""2017"": 0.006173, ""2018"": 0.007916, ""2019"": 0.001698, ""2021"": 0.002677, ""2022"": 0.00156, ""2023"": 0.003484, ""2024"": 0.004598}",0.004015,-0.00041872,437-38-7,name
